prediction,tweet
1,@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!
0,"@CherNuna: @realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this then it's that.,09-05-2016 01:24:26,4834,15868,false,772606281576280064"
0,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?"
0,"To the African-American community: The Democrats have failed you for fifty years high crime poor schools no jobs. I will fix it VOTE ""T"""
0,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?
1,The Great State of Arizona where I just had a massive rally (amazing people) has a very weak and ineffective Senator Jeff Flake. Sad!
0,The Republican Party needs strong and committed leaders not weak people such as @JeffFlake if it is going to stop illegal immigration.
0,RT @DanScavino: Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! https:/
1,@AnneBellar: @realDonaldTrump @CNN CNN is so biased. Never ever watch them. Trump 2016!!
0,Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!
1,Wow the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source
0,.@CNN is so disgusting in their bias but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals.
1,Great visit to Detroit church fantastic reception and all @CNN talks about is a small protest outside. Inside a large and wonderful crowd!
0,I am returning to the Pensacola Bay Center in Florida- Friday 9/9/16 at 7pm. Join me! https://t.co/L8Ui56dcrJ https://t.co/wAePlfS0JL
1,Thank you Great Faith Ministries International Bishop Wayne T. Jackson and Detroit!https://t.co/4Ucx678ZCC
0,#ImWithYou https://t.co/I8dHzezmY4
0,#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt
1,Great new poll Iowa - thank you!#MakeAmericaGreatAgain #ImWithYou https://t.co/7hupah1RQN
1,I visited our Trump Tower campaign headquarters last night after returning from Ohio and Arizona and it was packed with great pros - WIN!
1,People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to #MAGA!
0,Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!
1,I will be interviewed by @ericbolling tonight at 8pm on the @oreillyfactor. Enjoy!
0,I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! #ImWithYou https://t.co/TUgccsxvoy
1,Thank you for having me this morning @AmericanLegion. I enjoyed my time with everyone! #ALConvention2016 https://t.co/19TZEi6EbB
0,Poll numbers way up - making big progress!
1,Thank you to @foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!
0,Mexico will pay for the wall!
0,Under a Trump administration it's called #AmericaFirst! #ImWithYouhttps://t.co/QfHfCQg0Wa
1,Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirsthttps://t.co/G1MuLrjhW9
0,There will be no amnesty!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/vVhzSdCblA
0,Mexico will pay for the wall - 100%!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/pSFuPZz0xP
1,RT @LouDobbs: We are Watching A Leader Who for the First Time in Three Presidencies Will Put America and Americans First! @realDonaldTrump
1,RT @AnnCoulter: I hear Churchill had a nice turn of phrase but Trump's immigration speech is the most magnificent speech ever given.
0,Just arrived in Arizona! #ImWithYouhttps://t.co/MT3wW61YS5
1,Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.
1,Hillary Clinton didn't go to Louisiana and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!
1,"Former President Vicente Fox who is railing against my visit to Mexico today also invited me when he apologized for using the ""f bomb."""
1,Thank you Washington! Together WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4
0,I have accepted the invitation of President Enrique Pena Nieto of Mexico and look very much forward to meeting him tomorrow.
0,RT @RSBNetwork: We are ALREADY LIVE in Everett WA for the Trump Rally. Come join us- our cameras tonight! #TrumpinEverett https://t.co/R
0,RT @DRUDGE_REPORT: REUTERS POLL:  CLINTON TRUMP ALL TIED UP... https://t.co/htCXcTA5T7
0,Thank you North Carolina! #MAGA https://t.co/1oWrFnHe0u
0,Thank you America! #MAGAhttps://t.co/FljBVvbwKr https://t.co/ePJW9jLckM
0,@meequalsfree: Looking forward to seeing you again! Everett to be a packed house! @realDonaldTrump  @mike_pence
1,From day one I said that I was going to build a great wall on the SOUTHERN BORDER and much more. Stop illegal immigration. Watch Wednesday!
0,Join me this Thursday in Wilmington Ohio at noon! #ImWithYouTickets: https://t.co/66bfVtIwf1 https://t.co/fDAJl5wVGe
0,Join me this Wednesday in Phoenix Arizona at 6pm! #ImWithYouTickets: https://t.co/1jATILh2k7 https://t.co/VwKnxo1TNQ
0,#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf
0,We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC
0,#CrookedHillary https://t.co/vXhcC8PaPy
1,Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities they want TRUMP!
0,Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or as stated by Bernie S she has BAD JUDGEMENT
0,Does anyone know that Crooked Hillary who tried so hard was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere
0,"@PMNOrlando: @realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank)  &amp; she still has room.,08-29-2016 13:17:47,4230,13633,false,770249086255661056"
0,@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism &amp; it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews
0,"@Patrici: Crowd at Trump Rally in Akron Ohio is a Sea of Women Minorities Independents Dems https://t.co/wm7HV8WPGk via @gatewaypundit,08-29-2016 13:14:12,6543,15689,false,770248186241900544"
0,Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!
0,Look how bad it is getting! How much more crime how many more shootings will it take for African-Americans and Latinos to vote Trump=SAFE!
1,I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds looking for a larger venue.
0,I think that both candidates Crooked Hillary and myself should release detailed medical records. I have no problem in doing so! Hillary?
1,Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice equality and opportunity.
0,RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24
0,Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO
0,Join me Tuesday in Everett Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq
1,"@LindaHarden: @realDonaldTrump America loves Trump and @mike_pence -- praying for you every day. Stay strong. #TrumpPence2016 #NeverHillary,08-28-2016 03:37:21,4740,15842,false,769740626497679360"
0,NATIONAL DEBT January 2009 = $10.6 TRILLIONAugust 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ
1,It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp; bravery. https://t.co/P4qVGGUYVZ
0,Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk
1,Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.
1,My condolences to Dwyane Wade and his family on the loss of Nykea Aldridge. They are in my thoughts and prayers.
1,Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!
1,"@GoldJazz559: #BlackMenForBernie Leader: #Hillary2016 No Regard For Black Race https://t.co/m8952Ly3Jb via @dailycaller #BlacksForTrump,08-27-2016 15:18:52,4538,10392,false,769554782151331840"
1,"@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN she forgot how she said a KKK member was her mentor.,08-27-2016 15:10:10,9062,21847,false,769552592158412800"
1,Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border &amp; WALL!
0,New polls - join the MOVEMENT today.https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T
1,Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI
1,Will be in Phoenix Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou
0,Thank you @TeamTrump Florida. Keep me updated and lets get those 100000 registered voters!#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9
1,I will be interviewed by @kimguilfoyle at 7pm on @FoxNews. #Enjoy!
1,Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF
0,Meet the Trumpocrats: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a
1,Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery #CrookedHillary https://t.co/D0MeBJXBwN
1,"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?"
0,I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve
1,Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!
0,What do African-Americans and Hispanics have to lose by going with me. Look at the poverty crime and educational statistics. I will fix it!
0,Crooked Hillary will NEVER be able to solve the problems of poverty education and safety within the African-American &amp; Hispanic communities
0,The Clinton's are the real predators...https://t.co/Fr0gFtZVVz
1,@Lewenskimo: Your opponent has run out of ideas now resorts to personal attacks on you. Every Amercan knows you represent HOPE!!
0,Hillary Clinton needs to address the racist undertones of her 2008 campaign. #FlashbackFriday https://t.co/MJQp0rcnzH
0,@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller
1,@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X
0,CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. Full speech transcript: https://t.co/npswT6lbg3
0,Hillary Clinton only knows how to make a speech when it is a hit on me. No policy and always very short (stamina). Media gives her a pass!
0,HRC is using the oldest play in the Dem playbook- when their policies fail they are left w/this one tired argument!https://t.co/FNbCMmwLTn
0,Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!
0,Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!
0,Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!
0,So many in the African-American community are doing so badly poverty and crime way up employment and jobs way down: I will fix it promise
1,Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising national way up. Wow!
0,@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ
1,Thoughts and prayers to the great people of Indiana. You will prevail!
1,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.
0,Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected we will #BuildTheWall &amp; enforce our laws!
0,Thank you for your support!#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g
1,A great afternoon in Tampa Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1
1,New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274
1,Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc
0,I will not let the families of The Remembrance Project down! #MakeAmericaSafeAgainhttps://t.co/EMuSftG6RPhttps://t.co/FHPR44WixX
1,My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.
0,Thank you Travis County Texas!#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo
0,Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin Texas. Enjoy! https://t.co/8ZBneb0pGk
0,In Austin Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb
0,Join me in Tampa Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP
0,President Obama should have gone to Louisiana days ago instead of golfing. Too little too late!
0,"Hillary Clinton strongly stated  that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!"
0,It is being reported by virtually everyone and is a fact  that the media pile on against me is the worst in American political history!
